osm_id,osm_type,tunnel,oneway,bridge,surface,lanes,smoothness,name,width,layer,highway,longitude,latitude,geom_type
911275607,ways_line,,yes,,,,,Paper Mills Road,,,secondary,80.2041657754712,13.1470795975174,LINESTRING
838052922,ways_line,,yes,yes,,,,,,"1",primary,80.23825415,13.1312632,LINESTRING
691626149,ways_line,,yes,,,"3",,Grand Southern Trunk Road,,,trunk,80.10150525,12.91250455,LINESTRING
691626145,ways_line,,yes,,,"4",,Grand Southern Trunk Road,,,trunk,80.1014939,12.91353385,LINESTRING
691626148,ways_line,,yes,,,"4",,Grand Southern Trunk Road,,,trunk,80.1015724300446,12.9131371814862,LINESTRING
64388192,ways_line,,yes,yes,,"2",,Grand Southern Trunk Road,,"1",trunk,80.10132405,12.91188185,LINESTRING
28124526,ways_line,,yes,yes,,"2",,Grand Southern Trunk Road,,"1",trunk,80.10142115,12.91182665,LINESTRING
535357223,ways_line,,no,yes,,"2",,Tambaram - Mudichur - Sriperumbudur Road,,"1",primary,80.06496015,12.91611765,LINESTRING
313423388,ways_line,,,yes,,"2",,Pattaravakam ROB,,"1",secondary,80.1741975419533,13.1142020261842,LINESTRING
718775543,ways_line,,yes,,,,,,,,secondary,80.1740297424523,13.1099534506114,LINESTRING
840519177,ways_line,,yes,,,,,,,,secondary,80.1739575707942,13.1099622233103,LINESTRING
837842777,ways_line,,yes,yes,,"2",,Pattaravakam ROB,,"1",secondary,80.17410995,13.11107565,LINESTRING
23804005,ways_line,,,,,,,,,,secondary,80.2275626831336,13.1044480923027,LINESTRING
138307547,ways_line,,,,,,,Constable Road,,,secondary,80.230452200083,13.1028235505388,LINESTRING
1124066076,ways_line,,yes,,,,,,,,secondary,80.2248562262366,13.10690468162,LINESTRING
1132630374,ways_line,,yes,,,,,,,,secondary,80.2248368927202,13.1068343860406,LINESTRING
1078702793,ways_line,,yes,,,,,,,,primary,80.2154079391578,13.1003590472873,LINESTRING
1031561519,ways_line,,yes,,,,,New Avadi Road,,,secondary,80.20336365,13.10355035,LINESTRING
722409742,ways_line,,yes,,,,,,,,secondary,80.203511752467,13.1036894285057,LINESTRING
727357503,ways_line,,yes,,,,,Konnur High Road,,,secondary,80.2033563,13.1037525,LINESTRING
28347586,ways_line,,yes,yes,,,,,,"1",secondary,80.2241776880228,13.1080125086366,LINESTRING
1124066082,ways_line,,yes,yes,,,,,,"1",secondary,80.224263141477,13.1085602233128,LINESTRING
1124066078,ways_line,,yes,yes,,,,,,"1",secondary,80.22417445,13.107822,LINESTRING
1124066077,ways_line,,yes,yes,,,,,,"1",secondary,80.2241677,13.1077359,LINESTRING
1124066081,ways_line,,,yes,,,,,,"1",secondary,80.22422275,13.10827605,LINESTRING
1124066080,ways_line,,,yes,,,,,,"1",secondary,80.2242131,13.1082084,LINESTRING
1124066083,ways_line,,yes,yes,,,,,,"1",secondary,80.2242622422217,13.1075158840548,LINESTRING
1080320422,ways_line,building_passage,yes,,asphalt,,,Inner Ring Road (Southern Sector),,,primary,80.2054163113789,12.977236848055,LINESTRING
1119574678,ways_line,,yes,,asphalt,,,Inner Ring Road (Southern Sector),,,primary,80.20423115,12.9779512,LINESTRING
244466147,ways_line,,yes,,asphalt,,,Inner Ring Road (Southern Sector),,,primary,80.2014595718539,12.979271679776,LINESTRING
121120060,ways_line,,yes,,asphalt,,,Inner Ring Road (Southern Sector),,,primary,80.2016111818158,12.9793755446809,LINESTRING
102469936,ways_line,,yes,,,,,Inner Ring Road (Southern Sector),,,primary,80.1961530979477,12.98340372787,LINESTRING
1105956371,ways_line,,yes,yes,,,,Velachery Upper Flyover,,"1",primary,80.2193130294766,12.9778368874683,LINESTRING
1201588257,ways_line,,yes,yes,,,,Velachery Upper Flyover,,"2",primary,80.2203989706926,12.975674862897,LINESTRING
1015894847,ways_line,,yes,,asphalt,"2",,Taramani Link Road,,,primary,80.2216988999746,12.9763199048329,LINESTRING
1154888757,ways_line,,yes,,asphalt,"2",,Taramani Link Road,,,primary,80.22833205,12.9802224,LINESTRING
25689918,ways_line,,yes,,asphalt,"2",,Taramani Link Road,,,primary,80.2239216344746,12.9776969484081,LINESTRING
32253916,ways_line,,yes,,asphalt,,,Grand Southern Trunk Road,,,primary,80.1045556137075,12.9154961832752,LINESTRING
1148134586,ways_line,,yes,,,,,Chennai - Trichy - Dindugal Road (Old NH45),,,primary,79.9756909720522,12.6712369788893,LINESTRING
209681807,ways_line,,,yes,concrete,"2",,Uthiramerur - Kancheepuram Road,,"1",primary,79.75753795,12.69273165,LINESTRING
